Name of Initiative,Organization Name,Location Name,Location 1,Street Address Line 1,Street Address Line 2,City,State,ZIP Code,Telephone Number,NPI,Category,Unique ID
Medicare Diabetes Prevention Program (MDPP) Expanded Model,House Calls Of The District Of Columbia Inc,House Calls Of The District Of Columbia Inc,"4560 Crain Hwy Ste 10 White Plains MD 20695 (38.587271, -76.944808)",4560 Crain Hwy,Ste 10,White Plains,MD,20695,(202) 683-4340,1669268124,Administrative Location,868
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health Authority Of Cabarrus County,Public Health Authority Of Cabarrus County,"300 Mooresville Rd  Kannapolis NC 28081 (35.49909, -80.631414)",300 Mooresville Rd,,Kannapolis,NC,28081,(704) 920-1310,1649331638,Administrative Location,869
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Medical Facilities Inc,Valley Medical Facilities Inc,"100 Hazel Ln  Sewickley PA 15143 (40.542367, -80.192696)",100 Hazel Ln,,Sewickley,PA,15143,(412) 749-6817,1023830981,Community Setting,870
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Medical Facilities Inc,Valley Medical Facilities Inc,"12 Quaker Village Shopping Ctr Leetsdale PA 15056 (40.556463, -80.169919)",12 Quaker Village,Shopping Ctr,Leetsdale,PA,15056,(724) 773-8463,1023830981,Community Setting,871
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Medical Facilities Inc,Valley Medical Facilities Inc,"2580 Constitution Blvd  Beaver Falls PA 15010 (40.774723, -80.372582)",2580 Constitution Blvd,,Beaver Falls,PA,15010,(724) 773-8463,1023830981,Community Setting,872
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Medical Facilities Inc,Valley Medical Facilities Inc,"79 Wagner Rd  Monaca PA 15061 (40.677304, -80.31829)",79 Wagner Rd,,Monaca,PA,15061,(724) 773-8463,1023830981,Community Setting,873
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Valley Medical Facilities Inc,Valley Medical Facilities Inc.,"1000 Dutch Ridge Rd  Beaver PA 15009 (40.711974, -80.322256)",1000 Dutch Ridge Rd,,Beaver,PA,15009,(724) 773-8463,1023830981,Administrative Location,874
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"11409 State Rd  North Royalton OH 44133 (41.329646, -81.721817)",11409 State Rd,,North Royalton,OH,44133,(440) 574-0580,1508523770,Administrative Location,875
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"12460 Bass Lake Rd  Chardon OH 44024 (41.530851, -81.219138)",12460 Bass Lake Rd,,Chardon,OH,44024,(440) 574-0580,1508523770,Administrative Location,876
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"1301 E 9th St  Cleveland OH 44114 (41.504099, -81.690142)",1301 E 9th St,,Cleveland,OH,44114,(440) 574-0580,1508523770,Administrative Location,877
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"15501 Lorain Ave  Cleveland OH 44111 (41.451644, -81.805967)",15501 Lorain Ave,,Cleveland,OH,44111,(440) 574-0580,1508523770,Administrative Location,878
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"1575 Columbia Rd  Westlake OH 44145 (41.464506, -81.900456)",1575 Columbia Rd,,Westlake,OH,44145,(440) 574-0580,1508523770,Administrative Location,879
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"16915 Detroit Ave  Lakewood OH 44107 (41.485186, -81.814682)",16915 Detroit Ave,,Lakewood,OH,44107,(440) 574-0580,1508523770,Administrative Location,880
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"2010 Recreation Ln  Avon OH 44011 (41.461695, -82.061455)",2010 Recreation Ln,,Avon,OH,44011,(440) 574-0580,1508523770,Administrative Location,881
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"350 E Wilbeth Rd  Akron OH 44301 (41.039731, -81.514348)",350 E Wilbeth Rd,,Akron,OH,44301,(440) 574-0580,1508523770,Administrative Location,882
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"4433 Northfield Rd  Warrensville Heights OH 44128 (41.439629, -81.525723)",4433 Northfield Rd,,Warrensville Heights,OH,44128,(440) 574-0580,1508523770,Administrative Location,883
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"477 E Market St  Akron OH 44304 (41.079507, -81.502458)",477 E Market St,,Akron,OH,44304,(440) 574-0580,1508523770,Administrative Location,884
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"500 W Hopocan Ave  Barberton OH 44203 (41.01748, -81.607754)",500 W Hopocan Ave,,Barberton,OH,44203,(440) 574-0580,1508523770,Administrative Location,885
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"5000 Mayfield Rd  Lyndhurst OH 44124 (41.519484, -81.499982)",5000 Mayfield Rd,,Lyndhurst,OH,44124,(440) 574-0580,1508523770,Administrative Location,886
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"544 Broad Blvd  Cuyahoga Falls OH 44221 (41.134217, -81.490107)",544 Broad Blvd,,Cuyahoga Falls,OH,44221,(440) 574-0580,1508523770,Administrative Location,887
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Stronger Fitness Inc,Stronger Fitness Inc,"2233 Grand Canal Blvd Ste 105 Stockton CA 95207 (37.985068, -121.333693)",2233 Grand Canal Blvd,Ste 105,Stockton,CA,95207,(209) 688-7609,1528810181,Administrative Location,888
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New York University,New York University,"222 E 41st St Fl 2 New York NY 10017 (40.749578, -73.973946)",222 E 41st St,Fl 2,New York,NY,10017,(646) 501-4681,1285826438,Administrative Location,889
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"317 Scuffletown Rd  Simpsonville SC 29681 (34.803604, -82.226432)",317 Scuffletown Rd,,Simpsonville,SC,29681,(864) 675-5808,1194365445,Administrative Location,890
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Acac Health Llc,Acac Health Llc,"712 Congaree Rd  Greenville SC 29607 (34.842066, -82.322647)",712 Congaree Rd,,Greenville,SC,29607,(864) 288-7220,1194365445,Community Setting,891
Medicare Diabetes Prevention Program (MDPP) Expanded Model,American Pharmacists Association Foundation,American Pharmacists Association Foundation,"700 Highway 29 N  Athens GA 30601 (33.996245, -83.333132)",700 Highway 29 N,,Athens,GA,30601,(706) 715-3740,1740813054,Administrative Location,892
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Osu General Internal Medicine Llc,Outpatient Care Worthington,"160 W Wilson Bridge Rd Ste 100 Worthington OH 43085 (40.108394, -83.021678)",160 W Wilson Bridge Rd,Ste 100,Worthington,OH,43085,(614) 293-5123,1689919599,Administrative Location,893
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Osu General Internal Medicine Llc,Outpatient Care Worthington,"160 W Wilson Bridge Rd Ste 100 Worthington OH 43085 (40.108394, -83.021678)",160 W Wilson Bridge Rd,Ste 100,Worthington,OH,43085,(614) 293-5123,1689919599,Community Setting,894
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Diabetes Care Pharmacy,Diabetes Care Partners,"336 1/2 S Glendora Ave Ste C West Covina CA 91790 (34.140814, -117.865042)",336 1/2 S Glendora Ave,Ste C,West Covina,CA,91790,(626) 814-0111 x 1000,1871623280,Administrative Location,895
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Lakeland Hospitals At Niles And St Joseph Inc,Lakeland Hospitals Inc,"3900 Hollywood Rd Corewell Health Lakeland Hospitals Saint Joseph MI 49085 (42.046696, -86.455959)",3900 Hollywood Rd,Corewell Health Lakeland Hospitals,Saint Joseph,MI,49085,(269) 556-7171,1184513731,Administrative Location,896
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"307 Alleghany Ave  Lynchburg VA 24501 (37.404379, -79.173363)",307 Alleghany Ave,,Lynchburg,VA,24501,(434) 477-5976,1144722653,Administrative Location,897
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"450 Ray C Hunt Dr Ste 1211 Charlottesville VA 22903 (38.023893, -78.528488)",450 Ray C Hunt Dr,Ste 1211,Charlottesville,VA,22903,(773) 952-9926,1144722653,Administrative Location,898
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prana Diabetes Inc,Prana Diabetes Inc,"800 North Battlefield Blvd  Chesapeake, VA 23320 (36.747433, -76.246157)",800 North Battlefield Blvd,,"Chesapeake,",VA,23320,(757) 312-5263,1144722653,Community Setting,899
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Bakersfield Senior Center Inc,Bakersfield Senior Center Inc,"530 4th St  Bakersfield CA 93304 (35.36098, -119.008169)",530 4th St,,Bakersfield,CA,93304,(661) 703-1112,1912733007,Administrative Location,900
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"University Physicians & Surgeons, Inc","University Physicians & Surgeons, Inc","1301 House Of Prayer Pl  Tuskegee Institute AL 36088 (32.420684, -85.715423)",1301 House Of Prayer Pl,,Tuskegee Institute,AL,36088,(832) 493-1001,1073256665,Administrative Location,901
Medicare Diabetes Prevention Program (MDPP) Expanded Model,"Family Health Services Of Darke County, Inc.",Family Health Services,"5735 Meeker Rd  Greenville OH 45331 (40.084109, -84.627396)",5735 Meeker Rd,,Greenville,OH,45331,(937) 548-3806 x 1036,1750106522,Administrative Location,902
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Chpcommunity,Chpcommunity,"939 Office Park Rd Ste 333 West Des Moines IA 50265 (41.591011, -93.715266)",939 Office Park Rd,Ste 333,West Des Moines,IA,50265,(515) 635-1285,1912642885,Administrative Location,903
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Ochsner Clinic Llc,Diabetes Prevention Program,"1581 N Highway 190  Covington LA 70433 (30.452869, -90.083439)",1581 N Highway 190,,Covington,LA,70433,(504) 703-7587,1013747039,Administrative Location,904
Medicare Diabetes Prevention Program (MDPP) Expanded Model,University Of Wisconsin Medical Foundation Inc,University Of Wisconsin Medical Foundation Inc,"3209 Dryden Dr  Madison WI 53704 (43.128895, -89.357313)",3209 Dryden Dr,,Madison,WI,53704,(608) 241-9020,1487414082,Administrative Location,905
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Coquille Indian Tribe,Coquille Indian Tribe,"630 Miluk Dr  Coos Bay OR 97420 (43.359321, -124.296278)",630 Miluk Dr,,Coos Bay,OR,97420,(541) 982-3408,1376592287,Administrative Location,906
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Access Health Louisiana,Access Health Louisiana,"9372 Highway 165 S Woodworth Chc Woodworth LA 71485 (31.148886, -92.497604)",9372 Highway 165 S,Woodworth Chc,Woodworth,LA,71485,(318) 484-9588,1578929105,Administrative Location,907
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Anthony Wayne Community Ymca,"1330 Michigan Ave  Waterville OH 43566 (41.504068, -83.736611)",1330 Michigan Ave,,Waterville,OH,43566,(419) 441-0013,1992252159,Community Setting,908
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Eastern Community Branch Ymca,"2960 Pickle Rd  Oregon OH 43616 (41.629444, -83.476649)",2960 Pickle Rd,,Oregon,OH,43616,(419) 691-3523,1992252159,Community Setting,909
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Fort Meigs Ymca,"13415 Eckel Junction Rd  Perrysburg OH 43551 (41.536139, -83.652486)",13415 Eckel Junction Rd,,Perrysburg,OH,43551,(419) 251-9622,1992252159,Community Setting,910
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Sylvania Ymca/Jcc,"6465 Sylvania Ave  Sylvania OH 43560 (41.690218, -83.697617)",6465 Sylvania Ave,,Sylvania,OH,43560,(419) 725-7892,1992252159,Community Setting,911
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Wayman D. Palmer Ymca,"200 E Bancroft St  Toledo OH 43620 (41.663954, -83.543229)",200 E Bancroft St,,Toledo,OH,43620,(419) 241-7218,1992252159,Community Setting,912
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,West Toledo Ymca,"2110 Tremainsville Rd  Toledo OH 43613 (41.699189, -83.595056)",2110 Tremainsville Rd,,Toledo,OH,43613,(419) 475-3496,1992252159,Community Setting,913
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Wolf Creek Ymca,"2100 S Holland Sylvania Rd  Maumee OH 43537 (41.602163, -83.689032)",2100 S Holland Sylvania Rd,,Maumee,OH,43537,(419) 866-9622,1992252159,Community Setting,914
Medicare Diabetes Prevention Program (MDPP) Expanded Model,The Young Mens Christian Association Of Greater Toledo,Ymca - Association Resource Office,"811 Madison Ave Fl 7 Toledo OH 43604 (41.653153, -83.539577)",811 Madison Ave,Fl 7,Toledo,OH,43604,(419) 725-7892,1992252159,Administrative Location,915
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Public Health Authority Of Cabarrus County,Cabarrus Health Alliance,"300 Mooresville Rd  Kannapolis NC 28081 (35.49909, -80.631414)",300 Mooresville Rd,,Kannapolis,NC,28081,(704) 920-1310,1467345397,Administrative Location,916
Medicare Diabetes Prevention Program (MDPP) Expanded Model,St James Healthcare,St James Healthcare,"400 S Clark St  Butte MT 59701 (46.008596, -112.545796)",400 S Clark St,,Butte,MT,59701,(406) 723-2500,1821896994,Administrative Location,917
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Adams County Health Center Inc,Adams County Health Center Inc,"205 N Berkley St  Council ID 83612 (44.731189, -116.429398)",205 N Berkley St,,Council,ID,83612,(208) 253-4242 x 1027,1710915897,Administrative Location,918
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"2024 S 6th St  Brainerd MN 56401 (46.332736, -94.201103)",2024 S 6th St,,Brainerd,MN,56401,(218) 454-5901,1508523770,Administrative Location,919
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Uho - Ymca Of Metropolitan Milwaukee,Uho - Ymca Of Metropolitan Milwaukee,"602 Oak St  Brainerd MN 56401 (46.352487, -94.199933)",602 Oak St,,Brainerd,MN,56401,(218) 454-5901,1508523770,Administrative Location,920
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New York City Health And Hospitals Corporation,New York City Health And Hospitals Corporation,"50 Water Street 6th Floor - Cubicle G5 - Population Health New York NY 10004 (40.703946, -74.009505)",50 Water Street,6th Floor - Cubicle G5 - Population Health,New York,NY,10004,(718) 963-8004,1235978370,Administrative Location,921
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Prairie Ridge Hospital And Health Services,Prairie Ridge Hospital And Health Services,"619 S Cascade St  Fergus Falls MN 56537 (46.278215, -96.07257)",619 S Cascade St,,Fergus Falls,MN,56537,(218) 736-8000,1285525436,Administrative Location,922
Medicare Diabetes Prevention Program (MDPP) Expanded Model,American Pharmacists Association Foundation,American Pharm Foundation,"202 Main St Stockman'S Drug Crawford NE 69339 (42.68689, -103.413036)",202 Main St,Stockman'S Drug,Crawford,NE,69339,(833) 665-2170,1740813054,Administrative Location,923
Medicare Diabetes Prevention Program (MDPP) Expanded Model,M A C T Health Board Incorporated,Mact Health Board Incorporated,"52 S Main St  Angels Camp CA 95222 (38.0819, -120.557777)",52 S Main St,,Angels Camp,CA,95222,(209) 754-6262,1366519431,Administrative Location,924
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Scl Health Medical Group - Billings Llc,Scl Health Medical Group - Billings Llc,"2900 12th Ave N Ste 160w Billings MT 59101 (45.792579, -108.518153)",2900 12th Ave N,Ste 160w,Billings,MT,59101,(406) 237-8500,1003701558,Administrative Location,925
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Scl Health Medical Group - Billings Llc,Scl Health Medical Group - Billings Llc,"402 N 32nd St  Billings MT 59101 (45.782829, -108.513916)",402 N 32nd St,,Billings,MT,59101,(406) 248-1685,1003701558,Community Setting,926
Medicare Diabetes Prevention Program (MDPP) Expanded Model,New Hanover Community Health Center Incorporated,New Hanover Community Health Center Incorporated,"925 N 4th St  Wilmington NC 28401 (34.246416, -77.946367)",925 N 4th St,,Wilmington,NC,28401,(910) 343-0270,1912954090,Administrative Location,927
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Excellent Health Llc,Excellent Health Llc,"2494 Whitney Ave Ste 2 Hamden CT 06518 (41.38767, -72.900693)",2494 Whitney Ave,Ste 2,Hamden,CT,06518,(203) 710-5519,1134605652,Administrative Location,928
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Holy Cross Hospital Inc,Holy Cross Hospital Inc,"1000 Ne 56th St  Oakland Park FL 33334 (26.196246, -80.13407)",1000 Ne 56th St,,Oakland Park,FL,33334,(954) 383-9419,1063207595,Community Setting,929
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Holy Cross Hospital Inc,Holy Cross Hospital Inc,"4725 N Federal Hwy  Fort Lauderdale FL 33308 (26.187074, -80.119447)",4725 N Federal Hwy,,Fort Lauderdale,FL,33308,(954) 383-9419,1063207595,Community Setting,930
Medicare Diabetes Prevention Program (MDPP) Expanded Model,Holy Cross Hospital Inc,Holy Cross Hospital Inc,"5601 N Dixie Hwy  Oakland Park FL 33334 (26.196656, -80.133272)",5601 N Dixie Hwy,,Oakland Park,FL,33334,(954) 383-9419,1063207595,Administrative Location,931
